candidate,county,district,office,party,votes
Richard Cordray,Greene,,Attorney General,Democratic,29390
Richard Cordray,Guernsey,,Attorney General,Democratic,8458
Richard Cordray,Hamilton,,Attorney General,Democratic,197463
Richard Cordray,Hancock,,Attorney General,Democratic,12208
Richard Cordray,Hardin,,Attorney General,Democratic,5146
Richard Cordray,Harrison,,Attorney General,Democratic,4225
Richard Cordray,Henry,,Attorney General,Democratic,6030
Richard Cordray,Highland,,Attorney General,Democratic,7266
Richard Cordray,Hocking,,Attorney General,Democratic,6918
Richard Cordray,Holmes,,Attorney General,Democratic,2910
Richard Cordray,Huron,,Attorney General,Democratic,11747
Richard Cordray,Jackson,,Attorney General,Democratic,6014
Richard Cordray,Jefferson,,Attorney General,Democratic,19521
Richard Cordray,Knox,,Attorney General,Democratic,12048
Richard Cordray,Lake,,Attorney General,Democratic,60210
Richard Cordray,Lawrence,,Attorney General,Democratic,12391
Richard Cordray,Licking,,Attorney General,Democratic,36864
Richard Cordray,Logan,,Attorney General,Democratic,8599
Richard Cordray,Lorain,,Attorney General,Democratic,82267
Richard Cordray,Lucas,,Attorney General,Democratic,125428
Richard Cordray,Madison,,Attorney General,Democratic,7818
Richard Cordray,Mahoning,,Attorney General,Democratic,84257
Richard Cordray,Marion,,Attorney General,Democratic,14285
Richard Cordray,Medina,,Attorney General,Democratic,39389
Richard Cordray,Meigs,,Attorney General,Democratic,4341
Richard Cordray,Mercer,,Attorney General,Democratic,6614
Richard Cordray,Miami,,Attorney General,Democratic,18553
Richard Cordray,Monroe,,Attorney General,Democratic,4425
Richard Cordray,Montgomery,,Attorney General,Democratic,140394
Richard Cordray,Morgan,,Attorney General,Democratic,3279
Richard Cordray,Morrow,,Attorney General,Democratic,6650
Richard Cordray,Muskingum,,Attorney General,Democratic,19558
Richard Cordray,Noble,,Attorney General,Democratic,2927
Richard Cordray,Ottawa,,Attorney General,Democratic,12180
Richard Cordray,Paulding,,Attorney General,Democratic,4047
Richard Cordray,Perry,,Attorney General,Democratic,8501
Richard Cordray,Pickaway,,Attorney General,Democratic,11589
Richard Cordray,Pike,,Attorney General,Democratic,6991
Richard Cordray,Portage,,Attorney General,Democratic,40284
Richard Cordray,Preble,,Attorney General,Democratic,7795
Richard Cordray,Putnam,,Attorney General,Democratic,6287
Richard Cordray,Richland,,Attorney General,Democratic,28120
Richard Cordray,Ross,,Attorney General,Democratic,16594
Richard Cordray,Sandusky,,Attorney General,Democratic,15147
Richard Cordray,Scioto,,Attorney General,Democratic,17511
Richard Cordray,Seneca,,Attorney General,Democratic,12668
Richard Cordray,Shelby,,Attorney General,Democratic,8697
Richard Cordray,Stark,,Attorney General,Democratic,98888
Richard Cordray,Summit,,Attorney General,Democratic,158640
Richard Cordray,Trumbull,,Attorney General,Democratic,67585
Richard Cordray,Tuscarawas,,Attorney General,Democratic,22323
Richard Cordray,Union,,Attorney General,Democratic,9277
Richard Cordray,Van Wert,,Attorney General,Democratic,4767
Richard Cordray,Vinton,,Attorney General,Democratic,2972
Richard Cordray,Warren,,Attorney General,Democratic,32479
Richard Cordray,Washington,,Attorney General,Democratic,13064
Richard Cordray,Wayne,,Attorney General,Democratic,20644
Richard Cordray,Williams,,Attorney General,Democratic,7257
Richard Cordray,Wood,,Attorney General,Democratic,31100
Richard Cordray,Wyandot,,Attorney General,Democratic,4552
Mike Crites,Adams,,Attorney General,Republican,4884
Mike Crites,Allen,,Attorney General,Republican,26816
Mike Crites,Ashland,,Attorney General,Republican,11683
Mike Crites,Ashtabula,,Attorney General,Republican,13309
Mike Crites,Athens,,Attorney General,Republican,6965
Mike Crites,Auglaize,,Attorney General,Republican,13123
Mike Crites,Belmont,,Attorney General,Republican,8090
Mike Crites,Brown,,Attorney General,Republican,7979
Mike Crites,Butler,,Attorney General,Republican,83226
Mike Crites,Carroll,,Attorney General,Republican,4989
Mike Crites,Champaign,,Attorney General,Republican,8521
Mike Crites,Clark,,Attorney General,Republican,25027
Mike Crites,Clermont,,Attorney General,Republican,49449
Mike Crites,Clinton,,Attorney General,Republican,10220
Mike Crites,Columbiana,,Attorney General,Republican,17403
Mike Crites,Coshocton,,Attorney General,Republican,5869
Mike Crites,Crawford,,Attorney General,Republican,8619
Mike Crites,Cuyahoga,,Attorney General,Republican,136738
Mike Crites,Darke,,Attorney General,Republican,12257
Mike Crites,Defiance,,Attorney General,Republican,8538
Mike Crites,Delaware,,Attorney General,Republican,44689
Mike Crites,Erie,,Attorney General,Republican,13010
Mike Crites,Fairfield,,Attorney General,Republican,30986
Mike Crites,Fayette,,Attorney General,Republican,5086
Mike Crites,Franklin,,Attorney General,Republican,148759
Mike Crites,Fulton,,Attorney General,Republican,9498
Mike Crites,Gallia,,Attorney General,Republican,5127
Mike Crites,Geauga,,Attorney General,Republican,21385
Mike Crites,Greene,,Attorney General,Republican,37535
Mike Crites,Guernsey,,Attorney General,Republican,6385
Mike Crites,Hamilton,,Attorney General,Republican,151298
Mike Crites,Hancock,,Attorney General,Republican,18821
Mike Crites,Hardin,,Attorney General,Republican,6172
Mike Crites,Harrison,,Attorney General,Republican,2478
Mike Crites,Henry,,Attorney General,Republican,6363
Mike Crites,Highland,,Attorney General,Republican,7978
Mike Crites,Hocking,,Attorney General,Republican,4216
Mike Crites,Holmes,,Attorney General,Republican,5436
Mike Crites,Huron,,Attorney General,Republican,9397
Mike Crites,Jackson,,Attorney General,Republican,5389
Mike Crites,Jefferson,,Attorney General,Republican,10977
Mike Crites,Knox,,Attorney General,Republican,12307
Mike Crites,Lake,,Attorney General,Republican,39890
Mike Crites,Lawrence,,Attorney General,Republican,11303
Mike Crites,Licking,,Attorney General,Republican,33294
Mike Crites,Logan,,Attorney General,Republican,10513
Mike Crites,Lorain,,Attorney General,Republican,40898
Mike Crites,Lucas,,Attorney General,Republican,54550
Mike Crites,Madison,,Attorney General,Republican,7760
Mike Crites,Mahoning,,Attorney General,Republican,26827
Mike Crites,Marion,,Attorney General,Republican,10748
Mike Crites,Medina,,Attorney General,Republican,35937
Mike Crites,Meigs,,Attorney General,Republican,4505
Mike Crites,Mercer,,Attorney General,Republican,11517
Mike Crites,Miami,,Attorney General,Republican,26471
Mike Crites,Monroe,,Attorney General,Republican,1681
Mike Crites,Montgomery,,Attorney General,Republican,100446
Mike Crites,Morgan,,Attorney General,Republican,2433
Mike Crites,Morrow,,Attorney General,Republican,6877
Mike Crites,Muskingum,,Attorney General,Republican,14525
Mike Crites,Noble,,Attorney General,Republican,2298
Mike Crites,Ottawa,,Attorney General,Republican,8008
Mike Crites,Paulding,,Attorney General,Republican,4301
Mike Crites,Perry,,Attorney General,Republican,5025
Mike Crites,Pickaway,,Attorney General,Republican,9371
Mike Crites,Pike,,Attorney General,Republican,3881
Mike Crites,Portage,,Attorney General,Republican,23828
Mike Crites,Preble,,Attorney General,Republican,10437
Mike Crites,Putnam,,Attorney General,Republican,9295
Mike Crites,Richland,,Attorney General,Republican,23758
Mike Crites,Ross,,Attorney General,Republican,11145
Mike Crites,Sandusky,,Attorney General,Republican,10628
Mike Crites,Scioto,,Attorney General,Republican,11527
Mike Crites,Seneca,,Attorney General,Republican,9921
Mike Crites,Shelby,,Attorney General,Republican,11586
Mike Crites,Stark,,Attorney General,Republican,61140
Mike Crites,Summit,,Attorney General,Republican,81362
Mike Crites,Trumbull,,Attorney General,Republican,24372
Mike Crites,Tuscarawas,,Attorney General,Republican,13857
Mike Crites,Union,,Attorney General,Republican,12254
Mike Crites,Van Wert,,Attorney General,Republican,7691
Mike Crites,Vinton,,Attorney General,Republican,1902
Mike Crites,Warren,,Attorney General,Republican,59254
Mike Crites,Washington,,Attorney General,Republican,12794
Mike Crites,Wayne,,Attorney General,Republican,22877
Mike Crites,Williams,,Attorney General,Republican,8236
Mike Crites,Wood,,Attorney General,Republican,23576
Mike Crites,Wyandot,,Attorney General,Republican,4756
Robert Owens,Adams,,Attorney General,Independent,570
Robert Owens,Allen,,Attorney General,Independent,1733
Robert Owens,Ashland,,Attorney General,Independent,1350
Robert Owens,Ashtabula,,Attorney General,Independent,2596
Robert Owens,Athens,,Attorney General,Independent,1315
Robert Owens,Auglaize,,Attorney General,Independent,1177
Robert Owens,Belmont,,Attorney General,Independent,977
Robert Owens,Brown,,Attorney General,Independent,1409
Robert Owens,Butler,,Attorney General,Independent,7709
Robert Owens,Carroll,,Attorney General,Independent,663
Robert Owens,Champaign,,Attorney General,Independent,934
Robert Owens,Clark,,Attorney General,Independent,3195
Robert Owens,Clermont,,Attorney General,Independent,5196
Robert Owens,Clinton,,Attorney General,Independent,883
Robert Owens,Columbiana,,Attorney General,Independent,2833
Robert Owens,Coshocton,,Attorney General,Independent,1611
Robert Owens,Crawford,,Attorney General,Independent,1280
Robert Owens,Cuyahoga,,Attorney General,Independent,21822
Robert Owens,Darke,,Attorney General,Independent,1178
Robert Owens,Defiance,,Attorney General,Independent,747
Robert Owens,Delaware,,Attorney General,Independent,3369
Robert Owens,Erie,,Attorney General,Independent,1765
Robert Owens,Fairfield,,Attorney General,Independent,2844
Robert Owens,Fayette,,Attorney General,Independent,659
Robert Owens,Franklin,,Attorney General,Independent,17151
Robert Owens,Fulton,,Attorney General,Independent,1037
Robert Owens,Gallia,,Attorney General,Independent,629
Robert Owens,Geauga,,Attorney General,Independent,2655
Robert Owens,Greene,,Attorney General,Independent,3321
Robert Owens,Guernsey,,Attorney General,Independent,841
Robert Owens,Hamilton,,Attorney General,Independent,19495
Robert Owens,Hancock,,Attorney General,Independent,1872
Robert Owens,Hardin,,Attorney General,Independent,603
Robert Owens,Harrison,,Attorney General,Independent,402
Robert Owens,Henry,,Attorney General,Independent,751
Robert Owens,Highland,,Attorney General,Independent,840
Robert Owens,Hocking,,Attorney General,Independent,670
Robert Owens,Holmes,,Attorney General,Independent,562
Robert Owens,Huron,,Attorney General,Independent,1550
Robert Owens,Jackson,,Attorney General,Independent,817
Robert Owens,Jefferson,,Attorney General,Independent,1918
Robert Owens,Knox,,Attorney General,Independent,1425
Robert Owens,Lake,,Attorney General,Independent,5384
Robert Owens,Lawrence,,Attorney General,Independent,1439
Robert Owens,Licking,,Attorney General,Independent,3979
Robert Owens,Logan,,Attorney General,Independent,1551
Robert Owens,Lorain,,Attorney General,Independent,6290
Robert Owens,Lucas,,Attorney General,Independent,8801
Robert Owens,Madison,,Attorney General,Independent,792
Robert Owens,Mahoning,,Attorney General,Independent,5223
Robert Owens,Marion,,Attorney General,Independent,1908
Robert Owens,Medina,,Attorney General,Independent,3394
Robert Owens,Meigs,,Attorney General,Independent,633
Robert Owens,Mercer,,Attorney General,Independent,1173
Robert Owens,Miami,,Attorney General,Independent,2569
Robert Owens,Monroe,,Attorney General,Independent,291
Robert Owens,Montgomery,,Attorney General,Independent,11867
Robert Owens,Morgan,,Attorney General,Independent,284
Robert Owens,Morrow,,Attorney General,Independent,1303
Robert Owens,Muskingum,,Attorney General,Independent,1563
Robert Owens,Noble,,Attorney General,Independent,318
Robert Owens,Ottawa,,Attorney General,Independent,1213
Robert Owens,Paulding,,Attorney General,Independent,543
Robert Owens,Perry,,Attorney General,Independent,722
Robert Owens,Pickaway,,Attorney General,Independent,972
Robert Owens,Pike,,Attorney General,Independent,571
Robert Owens,Portage,,Attorney General,Independent,4335
Robert Owens,Preble,,Attorney General,Independent,1227
Robert Owens,Putnam,,Attorney General,Independent,1129
Robert Owens,Richland,,Attorney General,Independent,3046
Robert Owens,Ross,,Attorney General,Independent,1196
Robert Owens,Sandusky,,Attorney General,Independent,1895
Robert Owens,Scioto,,Attorney General,Independent,1396
Robert Owens,Seneca,,Attorney General,Independent,2428
Robert Owens,Shelby,,Attorney General,Independent,1333
Robert Owens,Stark,,Attorney General,Independent,7873
Robert Owens,Summit,,Attorney General,Independent,10081
Robert Owens,Trumbull,,Attorney General,Independent,4214
Robert Owens,Tuscarawas,,Attorney General,Independent,1827
Robert Owens,Union,,Attorney General,Independent,1242
Robert Owens,Van Wert,,Attorney General,Independent,1137
Robert Owens,Vinton,,Attorney General,Independent,417
Robert Owens,Warren,,Attorney General,Independent,4999
Robert Owens,Washington,,Attorney General,Independent,1487
Robert Owens,Wayne,,Attorney General,Independent,2554
Robert Owens,Williams,,Attorney General,Independent,1061
Robert Owens,Wood,,Attorney General,Independent,3344
Robert Owens,Wyandot,,Attorney General,Independent,644
Linda Bolon,Columbiana,01,State Representative,Democratic,30378
Caroline Hergenrother,Columbiana,01,State Representative,Republican,16852
Kris Jordan,Delaware,02,State Representative,Republican,51280
Janice Lanier,Delaware,02,State Representative,Democratic,32394
Ron Amstutz,Wayne,03,State Representative,Republican,32034
Merle Miller,Wayne,03,State Representative,Democratic,17199
Matt Huffman,Allen,04,State Representative,Republican,39979
Gerald Stebelton,Fairfield,05,State Representative,Republican,48241
Jeffery Bretz,Wood,06,State Representative,Democratic,22858
Randy Gardner,Wood,06,State Representative,Republican,37253
Beverly Valencic,Cuyahoga,07,State Representative,Republican,8373
Kenny Yuko,Cuyahoga,07,State Representative,Democratic,37927
Armond Budish,Cuyahoga,08,State Representative,Democratic,44746
Jerry Powell,Cuyahoga,08,State Representative,Republican,6430
Barbara Boyd,Cuyahoga,09,State Representative,Democratic,39305
Charles Drake,Cuyahoga,09,State Representative,Republican,5588
Eugene Miller,Cuyahoga,10,State Representative,Democratic,23975
Rosalind McAllister,Cuyahoga,11,State Representative,Republican,4765
Sandra Williams,Cuyahoga,11,State Representative,Democratic,27982
Michael DeBose,Cuyahoga,12,State Representative,Democratic,40816
Bryan Glencer,Cuyahoga,12,State Representative,Republican,4122
Mary-Louise Kirk,Cuyahoga,13,State Representative,Republican,8865
Michael Skindell,Cuyahoga,13,State Representative,Democratic,27010
Mike Foley,Cuyahoga,14,State Representative,Democratic,29684
David Morris,Cuyahoga,14,State Representative,Republican,10604
Timothy DeGeeter,Cuyahoga,15,State Representative,Democratic,32364
Nan Baker,Cuyahoga,16,State Representative,Republican,30900
Jennifer Brady,Cuyahoga,16,State Representative,Democratic,29777
Bob Belovich,Cuyahoga,17,State Representative,Democratic,19119
Josh Mandel,Cuyahoga,17,State Representative,Republican,48280
Colleen Grady,Cuyahoga,18,State Representative,Republican,27468
Matt Patten,Cuyahoga,18,State Representative,Democratic,28425
Marian Harris,Franklin,19,State Representative,Democratic,33796
Michael Johnston,Franklin,19,State Representative,Libertarian,3366
Brad Lewis,Franklin,19,State Representative,Republican,33061
Nancy Garland,Franklin,20,State Representative,Democratic,32232
Jim Mc Gregor,Franklin,20,State Representative,Republican,30580
Jeremiah Arn,Franklin,21,State Representative,Libertarian,1772
Kevin Bacon,Franklin,21,State Representative,Republican,27494
Jay Perez,Franklin,21,State Representative,Democratic,24073
John Carney,Franklin,22,State Representative,Democratic,36414
Michael Keenan,Franklin,22,State Representative,Republican,27956
Keith Goldhardt,Franklin,23,State Representative,Democratic,24904
Cheryl Grossman,Franklin,23,State Representative,Republican,35459
Ted Celeste,Franklin,24,State Representative,Democratic,33656
Tim Rankin,Franklin,24,State Representative,Republican,24605
Daryl Hennessy,Franklin,25,State Representative,Republican,15783
Dan Stewart,Franklin,25,State Representative,Democratic,29712
Joseph Healy,Franklin,26,State Representative,Republican,8162
Tracy Heard,Franklin,26,State Representative,Democratic,40248
Jim Hunter,Franklin,27,State Representative,Republican,7185
W. Weddington,Franklin,27,State Representative,Democratic,35293
Virgil Lovitt,Hamilton,28,State Representative,Republican,25849
Connie Pillich,Hamilton,28,State Representative,Democratic,31401
Louis Blessing,Hamilton,29,State Representative,Republican,30802
Adam Noe,Hamilton,29,State Representative,Democratic,25547
Bob Klug,Hamilton,30,State Representative,Democratic,15343
Bob Mecklenborg,Hamilton,30,State Representative,Republican,44338
Denise Driehaus,Hamilton,31,State Representative,Democratic,25600
Steve Johnson,Hamilton,31,State Representative,Republican,11735
Theo Barnes,Hamilton,32,State Representative,Republican,8617
Dale Mallory,Hamilton,32,State Representative,Democratic,35042
Thomas Brown,Hamilton,33,State Representative,Republican,10698
Tyrone Yates,Hamilton,33,State Representative,Democratic,36408
Jeff Sinnard,Hamilton,34,State Representative,Democratic,23273
Peter Stautberg,Hamilton,34,State Representative,Republican,34334
Marcia Garrison,Hamilton,35,State Representative,Independent,216
Marcia Garrison,Warren,35,State Representative,Independent,30
Ron Maag,Hamilton,35,State Representative,Republican,23634
Ron Maag,Warren,35,State Representative,Republican,27534
Jonathan Morris,Hamilton,35,State Representative,Independent,6
Jonathan Morris,Warren,35,State Representative,Independent,2
Seth Morgan,Montgomery,36,State Representative,Republican,33097
Charles Morton,Montgomery,36,State Representative,Democratic,22459
Andi Eveslage,Montgomery,37,State Representative,Democratic,19089
Peggy Lehner,Montgomery,37,State Representative,Republican,35171
Terry Blair,Montgomery,38,State Representative,Republican,34825
Susan Lienesch,Montgomery,38,State Representative,Democratic,22475
Clayton Luckie,Montgomery,39,State Representative,Democratic,29766
Joshua Smith,Montgomery,39,State Representative,Republican,6977
Ann Siefker,Montgomery,40,State Representative,Republican,13103
Roland Winburn,Montgomery,40,State Representative,Democratic,34318
Randy Cole,Summit,41,State Representative,Republican,29820
Brian Williams,Summit,41,State Representative,Democratic,35240
Mike Moran,Summit,42,State Representative,Democratic,32739
Richard Nero,Summit,42,State Representative,Republican,25858
Stephen Dyer,Portage,43,State Representative,Democratic,10255
Stephen Dyer,Summit,43,State Representative,Democratic,25016
Judy Jones,Portage,43,State Representative,Republican,7036
Judy Jones,Summit,43,State Representative,Republican,17557
Vernon Sykes,Summit,44,State Representative,Democratic,37314
Joe Fazek,Summit,45,State Representative,Republican,12050
John Otterman,Summit,45,State Representative,Democratic,30229
Darlene Dunn,Lucas,46,State Representative,Democratic,28346
Barbara Sears,Lucas,46,State Representative,Republican,37651
Peter Ujvagi,Lucas,47,State Representative,Democratic,32240
Edna Brown,Lucas,48,State Representative,Democratic,37548
Carolyn Eyre,Lucas,48,State Representative,Republican,6848
Matthew Szollosi,Lucas,49,State Representative,Democratic,34138
Jeff Wingate,Lucas,49,State Representative,Republican,13124
Celeste DeHoff,Stark,50,State Representative,Democratic,24661
Todd Snitchler,Stark,50,State Representative,Republican,31107
Scott Oelslager,Stark,51,State Representative,Republican,51418
Richard Hart,Stark,52,State Representative,Republican,12981
Stephen Slesnick,Stark,52,State Representative,Democratic,28365
Rocky Day,Butler,53,State Representative,Democratic,17441
Timothy Derickson,Butler,53,State Representative,Republican,33625
Courtney Combs,Butler,54,State Representative,Republican,26712
Ken Keith,Butler,54,State Representative,Democratic,20118
Bill Coley,Butler,55,State Representative,Republican,37036
Tony Klimek,Butler,55,State Representative,Democratic,21926
Joseph Koziura,Lorain,56,State Representative,Democratic,38002
Matt Lundy,Lorain,57,State Representative,Democratic,37193
Daniel Urban,Lorain,57,State Representative,Republican,27367
Terry Boose,Huron,58,State Representative,Republican,14642
Terry Boose,Lorain,58,State Representative,Republican,10213
Terry Boose,Seneca,58,State Representative,Republican,2682
Terry Traster,Huron,58,State Representative,Democratic,9595
Terry Traster,Lorain,58,State Representative,Democratic,12554
Terry Traster,Seneca,58,State Representative,Democratic,1701
Ronald Gerberry,Mahoning,59,State Representative,Democratic,37608
Dick McCarthy,Mahoning,59,State Representative,Republican,24967
Timothy Gordon,Mahoning,60,State Representative,Republican,6360
Robert Hagan,Mahoning,60,State Representative,Democratic,35754
Mark Okey,Carroll,61,State Representative,Democratic,8402
Mark Okey,Mahoning,61,State Representative,Democratic,7523
Mark Okey,Stark,61,State Representative,Democratic,9339
Mark Okey,Tuscarawas,61,State Representative,Democratic,4776
Paul Ray,Carroll,61,State Representative,Independent,509
Paul Ray,Mahoning,61,State Representative,Independent,602
Paul Ray,Stark,61,State Representative,Independent,974
Paul Ray,Tuscarawas,61,State Representative,Independent,227
Kirk Susany,Carroll,61,State Representative,Republican,4327
Kirk Susany,Mahoning,61,State Representative,Republican,6301
Kirk Susany,Stark,61,State Representative,Republican,4929
Kirk Susany,Tuscarawas,61,State Representative,Republican,1658
Lorraine Fende,Lake,62,State Representative,Democratic,34525
Mike Gutierrez,Lake,62,State Representative,Republican,20549
Carol-Ann Schindel,Lake,63,State Representative,Republican,25187
Mark Schneider,Lake,63,State Representative,Democratic,29655
Tom Letson,Trumbull,64,State Representative,Democratic,31783
Thomas Montgomery,Trumbull,64,State Representative,Republican,15290
Sandra Harwood,Trumbull,65,State Representative,Democratic,33609
Timothy McNeil,Trumbull,65,State Representative,Libertarian,3846
Lyle Waddell,Trumbull,65,State Representative,Republican,11383
Joe Uecker,Clermont,66,State Representative,Republican,49363
Shannon Jones,Warren,67,State Representative,Republican,51236
Kathleen Chandler,Portage,68,State Representative,Democratic,34251
W. Zeller,Portage,68,State Representative,Republican,18920
William Batchelder,Medina,69,State Representative,Republican,38684
Jack Schira,Medina,69,State Representative,Democratic,22505
Bill Conner,Greene,70,State Representative,Democratic,22836
Jarrod Martin,Greene,70,State Representative,Republican,33619
Howard Hill,Licking,71,State Representative,Democratic,22287
Jay Hottinger,Licking,71,State Representative,Republican,36362
Ross McGregor,Clark,72,State Representative,Republican,22679
Richard Spangler,Clark,72,State Representative,Democratic,22146
Jay Goyal,Richland,73,State Representative,Democratic,30359
David Nitzsche,Richland,73,State Representative,Republican,16913
Bruce Goodwin,Defiance,74,State Representative,Republican,11512
Bruce Goodwin,Fulton,74,State Representative,Republican,11377
Bruce Goodwin,Williams,74,State Representative,Republican,10747
David Pilliod,Defiance,74,State Representative,Democratic,5829
David Pilliod,Fulton,74,State Representative,Democratic,8491
David Pilliod,Williams,74,State Representative,Democratic,5822
Lynn Wachtmann,Defiance,75,State Representative,Republican,488
Lynn Wachtmann,Henry,75,State Representative,Republican,11055
Lynn Wachtmann,Paulding,75,State Representative,Republican,7098
Lynn Wachtmann,Putnam,75,State Representative,Republican,14675
Lynn Wachtmann,Van Wert,75,State Representative,Republican,11451
Clifford Hite,Auglaize,76,State Representative,Republican,5865
Clifford Hite,Hancock,76,State Representative,Republican,28379
Clifford Hite,Hardin,76,State Representative,Republican,9311
Patrick Matheny,Auglaize,76,State Representative,Independent,0
Patrick Matheny,Hancock,76,State Representative,Independent,702
Patrick Matheny,Hardin,76,State Representative,Independent,10
James Zehringer,Darke,77,State Representative,Republican,13024
James Zehringer,Mercer,77,State Representative,Republican,17567
James Zehringer,Preble,77,State Representative,Republican,15104
John Adams,Auglaize,78,State Representative,Republican,12566
John Adams,Champaign,78,State Representative,Republican,13556
John Adams,Shelby,78,State Representative,Republican,18716
Richard Adams,Darke,79,State Representative,Republican,5297
Richard Adams,Miami,79,State Representative,Republican,30774
Melissa Stanley,Darke,79,State Representative,Democratic,2676
Melissa Stanley,Miami,79,State Representative,Democratic,18329
Ed Enderle,Erie,80,State Representative,Republican,18598
Ed Enderle,Ottawa,80,State Representative,Republican,8005
Dennis Murray,Erie,80,State Representative,Democratic,21068
Dennis Murray,Ottawa,80,State Representative,Democratic,9194
Andrew Kashmer,Ottawa,81,State Representative,Democratic,1872
Andrew Kashmer,Sandusky,81,State Representative,Democratic,10749
Andrew Kashmer,Seneca,81,State Representative,Democratic,7009
Jeff Wagner,Ottawa,81,State Representative,Republican,2665
Jeff Wagner,Sandusky,81,State Representative,Republican,18183
Jeff Wagner,Seneca,81,State Representative,Republican,14823
Jeffrey McClain,Crawford,82,State Representative,Republican,9992
Jeffrey McClain,Marion,82,State Representative,Republican,7885
Jeffrey McClain,Wyandot,82,State Representative,Republican,7366
Wanda Sharrock,Crawford,82,State Representative,Democratic,8108
Wanda Sharrock,Marion,82,State Representative,Democratic,6887
Wanda Sharrock,Wyandot,82,State Representative,Democratic,2512
Mark Smith,Crawford,82,State Representative,Independent,2004
Mark Smith,Marion,82,State Representative,Independent,1618
Mark Smith,Wyandot,82,State Representative,Independent,699
Dave Burke,Logan,83,State Representative,Republican,16362
Dave Burke,Marion,83,State Representative,Republican,8091
Dave Burke,Union,83,State Representative,Republican,19492
Connie Crockett,Clark,84,State Representative,Democratic,7920
Connie Crockett,Greene,84,State Representative,Democratic,7501
Connie Crockett,Madison,84,State Representative,Democratic,5785
Robert Hackett,Clark,84,State Representative,Republican,11022
Robert Hackett,Greene,84,State Representative,Republican,12096
Robert Hackett,Madison,84,State Representative,Republican,10605
Raymond Pryor,Fayette,85,State Representative,Democratic,5332
Raymond Pryor,Pickaway,85,State Representative,Democratic,4877
Raymond Pryor,Ross,85,State Representative,Democratic,14927
John Schlichter,Fayette,85,State Representative,Republican,5942
John Schlichter,Pickaway,85,State Representative,Republican,6047
John Schlichter,Ross,85,State Representative,Republican,10916
David Daniels,Clinton,86,State Representative,Republican,11619
David Daniels,Highland,86,State Representative,Republican,10972
David Daniels,Pike,86,State Representative,Republican,5072
Bill Horne,Clinton,86,State Representative,Democratic,6572
Bill Horne,Highland,86,State Representative,Democratic,7482
Bill Horne,Pike,86,State Representative,Democratic,6396
Clyde Evans,Gallia,87,State Representative,Republican,9368
Clyde Evans,Jackson,87,State Representative,Republican,7746
Clyde Evans,Lawrence,87,State Representative,Republican,7975
Clyde Evans,Ross,87,State Representative,Republican,2521
Clyde Evans,Vinton,87,State Representative,Republican,3130
Shane Meldick,Gallia,87,State Representative,Democratic,3623
Shane Meldick,Jackson,87,State Representative,Democratic,5918
Shane Meldick,Lawrence,87,State Representative,Democratic,5160
Shane Meldick,Ross,87,State Representative,Democratic,2103
Shane Meldick,Vinton,87,State Representative,Democratic,2453
Danny Bubp,Adams,88,State Representative,Republican,4952
Danny Bubp,Brown,88,State Representative,Republican,15742
Danny Bubp,Clermont,88,State Representative,Republican,20607
Todd Book,Adams,89,State Representative,Democratic,2422
Todd Book,Lawrence,89,State Representative,Democratic,9589
Todd Book,Scioto,89,State Representative,Democratic,25844
Duane Grassbaugh,Ashland,90,State Representative,Democratic,2665
Duane Grassbaugh,Knox,90,State Representative,Democratic,12057
Duane Grassbaugh,Morrow,90,State Representative,Democratic,6809
Duane Grassbaugh,Richland,90,State Representative,Democratic,4136
Margaret Ruhl,Ashland,90,State Representative,Republican,3113
Margaret Ruhl,Knox,90,State Representative,Republican,14883
Margaret Ruhl,Morrow,90,State Representative,Republican,8371
Margaret Ruhl,Richland,90,State Representative,Republican,5719
Dan Dodd,Hocking,91,State Representative,Democratic,7727
Dan Dodd,Licking,91,State Representative,Democratic,8948
Dan Dodd,Perry,91,State Representative,Democratic,9915
Dan Dodd,Pickaway,91,State Representative,Democratic,5873
Bill Hayes,Hocking,91,State Representative,Republican,4525
Bill Hayes,Licking,91,State Representative,Republican,9804
Bill Hayes,Perry,91,State Representative,Republican,4924
Bill Hayes,Pickaway,91,State Representative,Republican,5404
Debbie Phillips,Athens,92,State Representative,Democratic,16801
Debbie Phillips,Meigs,92,State Representative,Democratic,4133
Debbie Phillips,Morgan,92,State Representative,Democratic,2691
Debbie Phillips,Washington,92,State Representative,Democratic,3744
Jill Thompson,Athens,92,State Representative,Republican,11993
Jill Thompson,Meigs,92,State Representative,Republican,5898
Jill Thompson,Morgan,92,State Representative,Republican,3504
Jill Thompson,Washington,92,State Representative,Republican,5460
Jennifer Garrison,Guernsey,93,State Representative,Democratic,10585
Jennifer Garrison,Monroe,93,State Representative,Democratic,5247
Jennifer Garrison,Muskingum,93,State Representative,Democratic,1045
Jennifer Garrison,Noble,93,State Representative,Democratic,4088
Jennifer Garrison,Washington,93,State Representative,Democratic,13042
Wayne Smith,Guernsey,93,State Representative,Republican,5041
Wayne Smith,Monroe,93,State Representative,Republican,1536
Wayne Smith,Muskingum,93,State Representative,Republican,905
Wayne Smith,Noble,93,State Representative,Republican,1821
Wayne Smith,Washington,93,State Representative,Republican,6428
Troy Balderson,Coshocton,94,State Representative,Republican,8826
Troy Balderson,Muskingum,94,State Representative,Republican,19532
Jennifer Stewart,Coshocton,94,State Representative,Democratic,7474
