candidate,county,district,office,party,votes
Jennette B. Bradley,Scioto,,STATE TREASURE,Republican,1672
Jennette B. Bradley,Seneca,,STATE TREASURE,Republican,2152
Jennette B. Bradley,Shelby,,STATE TREASURE,Republican,1343
Jennette B. Bradley,Stark,,STATE TREASURE,Republican,10920
Jennette B. Bradley,Summit,,STATE TREASURE,Republican,11504
Jennette B. Bradley,Trumbull,,STATE TREASURE,Republican,2943
Jennette B. Bradley,Tuscarawas,,STATE TREASURE,Republican,1698
Jennette B. Bradley,Union,,STATE TREASURE,Republican,2223
Jennette B. Bradley,Van Wert,,STATE TREASURE,Republican,1490
Jennette B. Bradley,Vinton,,STATE TREASURE,Republican,487
Jennette B. Bradley,Warren,,STATE TREASURE,Republican,6921
Jennette B. Bradley,Washington,,STATE TREASURE,Republican,1668
Jennette B. Bradley,Wayne,,STATE TREASURE,Republican,3115
Jennette B. Bradley,Williams,,STATE TREASURE,Republican,1696
Jennette B. Bradley,Wood,,STATE TREASURE,Republican,2785
Jennette B. Bradley,Wyandot,,STATE TREASURE,Republican,1229
Sandra O'Brien,Adams,,STATE TREASURE,Republican,1232
Sandra O'Brien,Allen,,STATE TREASURE,Republican,5880
Sandra O'Brien,Ashland,,STATE TREASURE,Republican,2907
Sandra O'Brien,Ashtabula,,STATE TREASURE,Republican,4119
Sandra O'Brien,Athens,,STATE TREASURE,Republican,863
Sandra O'Brien,Auglaize,,STATE TREASURE,Republican,2370
Sandra O'Brien,Belmont,,STATE TREASURE,Republican,1550
Sandra O'Brien,Brown,,STATE TREASURE,Republican,1352
Sandra O'Brien,Butler,,STATE TREASURE,Republican,10788
Sandra O'Brien,Carroll,,STATE TREASURE,Republican,1438
Sandra O'Brien,Champaign,,STATE TREASURE,Republican,2111
Sandra O'Brien,Clark,,STATE TREASURE,Republican,4651
Sandra O'Brien,Clermont,,STATE TREASURE,Republican,8102
Sandra O'Brien,Clinton,,STATE TREASURE,Republican,1653
Sandra O'Brien,Columbiana,,STATE TREASURE,Republican,3904
Sandra O'Brien,Coshocton,,STATE TREASURE,Republican,1803
Sandra O'Brien,Crawford,,STATE TREASURE,Republican,2108
Sandra O'Brien,Cuyahoga,,STATE TREASURE,Republican,21443
Sandra O'Brien,Darke,,STATE TREASURE,Republican,2055
Sandra O'Brien,Defiance,,STATE TREASURE,Republican,2005
Sandra O'Brien,Delaware,,STATE TREASURE,Republican,6499
Sandra O'Brien,Erie,,STATE TREASURE,Republican,2108
Sandra O'Brien,Fairfield,,STATE TREASURE,Republican,8187
Sandra O'Brien,Fayette,,STATE TREASURE,Republican,1191
Sandra O'Brien,Franklin,,STATE TREASURE,Republican,21929
Sandra O'Brien,Fulton,,STATE TREASURE,Republican,2350
Sandra O'Brien,Gallia,,STATE TREASURE,Republican,858
Sandra O'Brien,Geauga,,STATE TREASURE,Republican,4050
Sandra O'Brien,Greene,,STATE TREASURE,Republican,5330
Sandra O'Brien,Guernsey,,STATE TREASURE,Republican,1468
Sandra O'Brien,Hamilton,,STATE TREASURE,Republican,25860
Sandra O'Brien,Hancock,,STATE TREASURE,Republican,4785
Sandra O'Brien,Hardin,,STATE TREASURE,Republican,1497
Sandra O'Brien,Harrison,,STATE TREASURE,Republican,440
Sandra O'Brien,Henry,,STATE TREASURE,Republican,2041
Sandra O'Brien,Highland,,STATE TREASURE,Republican,937
Sandra O'Brien,Hocking,,STATE TREASURE,Republican,847
Sandra O'Brien,Holmes,,STATE TREASURE,Republican,1481
Sandra O'Brien,Huron,,STATE TREASURE,Republican,1504
Sandra O'Brien,Jackson,,STATE TREASURE,Republican,1072
Sandra O'Brien,Jefferson,,STATE TREASURE,Republican,1966
Sandra O'Brien,Knox,,STATE TREASURE,Republican,2336
Sandra O'Brien,Lake,,STATE TREASURE,Republican,5598
Sandra O'Brien,Lawrence,,STATE TREASURE,Republican,2718
Sandra O'Brien,Licking,,STATE TREASURE,Republican,5964
Sandra O'Brien,Logan,,STATE TREASURE,Republican,2142
Sandra O'Brien,Lorain,,STATE TREASURE,Republican,7178
Sandra O'Brien,Lucas,,STATE TREASURE,Republican,6916
Sandra O'Brien,Madison,,STATE TREASURE,Republican,1419
Sandra O'Brien,Mahoning,,STATE TREASURE,Republican,3979
Sandra O'Brien,Marion,,STATE TREASURE,Republican,2531
Sandra O'Brien,Medina,,STATE TREASURE,Republican,5700
Sandra O'Brien,Meigs,,STATE TREASURE,Republican,1058
Sandra O'Brien,Mercer,,STATE TREASURE,Republican,1473
Sandra O'Brien,Miami,,STATE TREASURE,Republican,4654
Sandra O'Brien,Monroe,,STATE TREASURE,Republican,327
Sandra O'Brien,Montgomery,,STATE TREASURE,Republican,11998
Sandra O'Brien,Morgan,,STATE TREASURE,Republican,782
Sandra O'Brien,Morrow,,STATE TREASURE,Republican,1838
Sandra O'Brien,Muskingum,,STATE TREASURE,Republican,3214
Sandra O'Brien,Noble,,STATE TREASURE,Republican,654
Sandra O'Brien,Ottawa,,STATE TREASURE,Republican,1396
Sandra O'Brien,Paulding,,STATE TREASURE,Republican,1012
Sandra O'Brien,Perry,,STATE TREASURE,Republican,974
Sandra O'Brien,Pickaway,,STATE TREASURE,Republican,1616
Sandra O'Brien,Pike,,STATE TREASURE,Republican,429
Sandra O'Brien,Portage,,STATE TREASURE,Republican,4032
Sandra O'Brien,Preble,,STATE TREASURE,Republican,1930
Sandra O'Brien,Putnam,,STATE TREASURE,Republican,2023
Sandra O'Brien,Richland,,STATE TREASURE,Republican,5918
Sandra O'Brien,Ross,,STATE TREASURE,Republican,1831
Sandra O'Brien,Sandusky,,STATE TREASURE,Republican,2377
Sandra O'Brien,Scioto,,STATE TREASURE,Republican,1646
Sandra O'Brien,Seneca,,STATE TREASURE,Republican,1914
Sandra O'Brien,Shelby,,STATE TREASURE,Republican,1681
Sandra O'Brien,Stark,,STATE TREASURE,Republican,15303
Sandra O'Brien,Summit,,STATE TREASURE,Republican,12935
Sandra O'Brien,Trumbull,,STATE TREASURE,Republican,4069
Sandra O'Brien,Tuscarawas,,STATE TREASURE,Republican,2325
Sandra O'Brien,Union,,STATE TREASURE,Republican,2013
Sandra O'Brien,Van Wert,,STATE TREASURE,Republican,1672
Sandra O'Brien,Vinton,,STATE TREASURE,Republican,550
Sandra O'Brien,Warren,,STATE TREASURE,Republican,9755
Sandra O'Brien,Washington,,STATE TREASURE,Republican,2245
Sandra O'Brien,Wayne,,STATE TREASURE,Republican,3656
Sandra O'Brien,Williams,,STATE TREASURE,Republican,2549
Sandra O'Brien,Wood,,STATE TREASURE,Republican,3106
Sandra O'Brien,Wyandot,,STATE TREASURE,Republican,1361
Steve Chabot,Butler, 1,US REPRESENTATIVES,Republican,2575
Steve Chabot,Hamilton, 1,US REPRESENTATIVES,Republican,28767
James E. Constable,Adams, 2,US REPRESENTATIVES,Republican,106
James E. Constable,Brown, 2,US REPRESENTATIVES,Republican,140
James E. Constable,Clermont, 2,US REPRESENTATIVES,Republican,851
James E. Constable,Hamilton, 2,US REPRESENTATIVES,Republican,858
James E. Constable,Pike, 2,US REPRESENTATIVES,Republican,21
James E. Constable,Scioto, 2,US REPRESENTATIVES,Republican,68
James E. Constable,Warren, 2,US REPRESENTATIVES,Republican,482
Deborah A. Kraus,Adams, 2,US REPRESENTATIVES,Republican,150
Deborah A. Kraus,Brown, 2,US REPRESENTATIVES,Republican,163
Deborah A. Kraus,Clermont, 2,US REPRESENTATIVES,Republican,1450
Deborah A. Kraus,Hamilton, 2,US REPRESENTATIVES,Republican,1684
Deborah A. Kraus,Pike, 2,US REPRESENTATIVES,Republican,44
Deborah A. Kraus,Scioto, 2,US REPRESENTATIVES,Republican,109
Deborah A. Kraus,Warren, 2,US REPRESENTATIVES,Republican,833
Bob McEwen,Adams, 2,US REPRESENTATIVES,Republican,1751
Bob McEwen,Brown, 2,US REPRESENTATIVES,Republican,1693
Bob McEwen,Clermont, 2,US REPRESENTATIVES,Republican,7343
Bob McEwen,Hamilton, 2,US REPRESENTATIVES,Republican,11788
Bob McEwen,Pike, 2,US REPRESENTATIVES,Republican,631
Bob McEwen,Scioto, 2,US REPRESENTATIVES,Republican,1587
Bob McEwen,Warren, 2,US REPRESENTATIVES,Republican,5504
Jean Schmidt,Adams, 2,US REPRESENTATIVES,Republican,1425
Jean Schmidt,Brown, 2,US REPRESENTATIVES,Republican,1524
Jean Schmidt,Clermont, 2,US REPRESENTATIVES,Republican,11525
Jean Schmidt,Hamilton, 2,US REPRESENTATIVES,Republican,12675
Jean Schmidt,Pike, 2,US REPRESENTATIVES,Republican,418
Jean Schmidt,Scioto, 2,US REPRESENTATIVES,Republican,812
Jean Schmidt,Warren, 2,US REPRESENTATIVES,Republican,5559
Michael R. Turner,Clinton, 3,US REPRESENTATIVES,Republican,3324
Michael R. Turner,Highland, 3,US REPRESENTATIVES,Republican,2101
Michael R. Turner,Montgomery, 3,US REPRESENTATIVES,Republican,22847
Michael R. Turner,Warren, 3,US REPRESENTATIVES,Republican,7239
Frank A. Guglielmi,Allen, 4,US REPRESENTATIVES,Republican,3491
Frank A. Guglielmi,Auglaize, 4,US REPRESENTATIVES,Republican,1646
Frank A. Guglielmi,Champaign, 4,US REPRESENTATIVES,Republican,895
Frank A. Guglielmi,Hancock, 4,US REPRESENTATIVES,Republican,4853
Frank A. Guglielmi,Hardin, 4,US REPRESENTATIVES,Republican,1362
Frank A. Guglielmi,Logan, 4,US REPRESENTATIVES,Republican,1807
Frank A. Guglielmi,Marion, 4,US REPRESENTATIVES,Republican,2655
Frank A. Guglielmi,Morrow, 4,US REPRESENTATIVES,Republican,1549
Frank A. Guglielmi,Richland, 4,US REPRESENTATIVES,Republican,2925
Frank A. Guglielmi,Shelby, 4,US REPRESENTATIVES,Republican,811
Frank A. Guglielmi,Wyandot, 4,US REPRESENTATIVES,Republican,510
Jim Jordan,Allen, 4,US REPRESENTATIVES,Republican,9801
Jim Jordan,Auglaize, 4,US REPRESENTATIVES,Republican,3569
Jim Jordan,Champaign, 4,US REPRESENTATIVES,Republican,3838
Jim Jordan,Hancock, 4,US REPRESENTATIVES,Republican,4150
Jim Jordan,Hardin, 4,US REPRESENTATIVES,Republican,1606
Jim Jordan,Logan, 4,US REPRESENTATIVES,Republican,2790
Jim Jordan,Marion, 4,US REPRESENTATIVES,Republican,2264
Jim Jordan,Morrow, 4,US REPRESENTATIVES,Republican,1852
Jim Jordan,Richland, 4,US REPRESENTATIVES,Republican,4417
Jim Jordan,Shelby, 4,US REPRESENTATIVES,Republican,2945
Jim Jordan,Wyandot, 4,US REPRESENTATIVES,Republican,785
Nathan J. Martin,Allen, 4,US REPRESENTATIVES,Republican,178
Nathan J. Martin,Auglaize, 4,US REPRESENTATIVES,Republican,110
Nathan J. Martin,Champaign, 4,US REPRESENTATIVES,Republican,77
Nathan J. Martin,Hancock, 4,US REPRESENTATIVES,Republican,258
Nathan J. Martin,Hardin, 4,US REPRESENTATIVES,Republican,192
Nathan J. Martin,Logan, 4,US REPRESENTATIVES,Republican,164
Nathan J. Martin,Marion, 4,US REPRESENTATIVES,Republican,334
Nathan J. Martin,Morrow, 4,US REPRESENTATIVES,Republican,274
Nathan J. Martin,Richland, 4,US REPRESENTATIVES,Republican,638
Nathan J. Martin,Shelby, 4,US REPRESENTATIVES,Republican,47
Nathan J. Martin,Wyandot, 4,US REPRESENTATIVES,Republican,86
Kevin Nestor,Allen, 4,US REPRESENTATIVES,Republican,636
Kevin Nestor,Auglaize, 4,US REPRESENTATIVES,Republican,375
Kevin Nestor,Champaign, 4,US REPRESENTATIVES,Republican,156
Kevin Nestor,Hancock, 4,US REPRESENTATIVES,Republican,640
Kevin Nestor,Hardin, 4,US REPRESENTATIVES,Republican,348
Kevin Nestor,Logan, 4,US REPRESENTATIVES,Republican,368
Kevin Nestor,Marion, 4,US REPRESENTATIVES,Republican,626
Kevin Nestor,Morrow, 4,US REPRESENTATIVES,Republican,479
Kevin Nestor,Richland, 4,US REPRESENTATIVES,Republican,4571
Kevin Nestor,Shelby, 4,US REPRESENTATIVES,Republican,129
Kevin Nestor,Wyandot, 4,US REPRESENTATIVES,Republican,132
James R. Stahl,Allen, 4,US REPRESENTATIVES,Republican,159
James R. Stahl,Auglaize, 4,US REPRESENTATIVES,Republican,83
James R. Stahl,Champaign, 4,US REPRESENTATIVES,Republican,85
James R. Stahl,Hancock, 4,US REPRESENTATIVES,Republican,1194
James R. Stahl,Hardin, 4,US REPRESENTATIVES,Republican,114
James R. Stahl,Logan, 4,US REPRESENTATIVES,Republican,215
James R. Stahl,Marion, 4,US REPRESENTATIVES,Republican,156
James R. Stahl,Morrow, 4,US REPRESENTATIVES,Republican,184
James R. Stahl,Richland, 4,US REPRESENTATIVES,Republican,300
James R. Stahl,Shelby, 4,US REPRESENTATIVES,Republican,49
James R. Stahl,Wyandot, 4,US REPRESENTATIVES,Republican,57
Charles W. Weasel,Allen, 4,US REPRESENTATIVES,Republican,85
Charles W. Weasel,Auglaize, 4,US REPRESENTATIVES,Republican,39
Charles W. Weasel,Champaign, 4,US REPRESENTATIVES,Republican,29
Charles W. Weasel,Hancock, 4,US REPRESENTATIVES,Republican,579
Charles W. Weasel,Hardin, 4,US REPRESENTATIVES,Republican,71
Charles W. Weasel,Logan, 4,US REPRESENTATIVES,Republican,65
Charles W. Weasel,Marion, 4,US REPRESENTATIVES,Republican,88
Charles W. Weasel,Morrow, 4,US REPRESENTATIVES,Republican,82
Charles W. Weasel,Richland, 4,US REPRESENTATIVES,Republican,123
Charles W. Weasel,Shelby, 4,US REPRESENTATIVES,Republican,31
Charles W. Weasel,Wyandot, 4,US REPRESENTATIVES,Republican,47
Paul E. Gillmor,Ashland, 5,US REPRESENTATIVES,Republican,1155
Paul E. Gillmor,Crawford, 5,US REPRESENTATIVES,Republican,4159
Paul E. Gillmor,Defiance, 5,US REPRESENTATIVES,Republican,3980
Paul E. Gillmor,Fulton, 5,US REPRESENTATIVES,Republican,4664
Paul E. Gillmor,Henry, 5,US REPRESENTATIVES,Republican,4225
Paul E. Gillmor,Huron, 5,US REPRESENTATIVES,Republican,3109
Paul E. Gillmor,Lucas, 5,US REPRESENTATIVES,Republican,1038
Paul E. Gillmor,Mercer, 5,US REPRESENTATIVES,Republican,766
Paul E. Gillmor,Paulding, 5,US REPRESENTATIVES,Republican,2184
Paul E. Gillmor,Putnam, 5,US REPRESENTATIVES,Republican,4564
Paul E. Gillmor,Sandusky, 5,US REPRESENTATIVES,Republican,4516
Paul E. Gillmor,Seneca, 5,US REPRESENTATIVES,Republican,4240
Paul E. Gillmor,Van Wert, 5,US REPRESENTATIVES,Republican,3334
Paul E. Gillmor,Williams, 5,US REPRESENTATIVES,Republican,4474
Paul E. Gillmor,Wood, 5,US REPRESENTATIVES,Republican,6457
Paul E. Gillmor,Wyandot, 5,US REPRESENTATIVES,Republican,1303
Chuck Blasdel,Athens, 6,US REPRESENTATIVES,Republican,794
Chuck Blasdel,Belmont, 6,US REPRESENTATIVES,Republican,910
Chuck Blasdel,Columbiana, 6,US REPRESENTATIVES,Republican,5210
Chuck Blasdel,Gallia, 6,US REPRESENTATIVES,Republican,826
Chuck Blasdel,Jefferson, 6,US REPRESENTATIVES,Republican,1317
Chuck Blasdel,Lawrence, 6,US REPRESENTATIVES,Republican,2499
Chuck Blasdel,Mahoning, 6,US REPRESENTATIVES,Republican,3246
Chuck Blasdel,Meigs, 6,US REPRESENTATIVES,Republican,1034
Chuck Blasdel,Monroe, 6,US REPRESENTATIVES,Republican,232
Chuck Blasdel,Noble, 6,US REPRESENTATIVES,Republican,552
Chuck Blasdel,Scioto, 6,US REPRESENTATIVES,Republican,781
Chuck Blasdel,Washington, 6,US REPRESENTATIVES,Republican,1118
Tim Ginter,Athens, 6,US REPRESENTATIVES,Republican,205
Tim Ginter,Belmont, 6,US REPRESENTATIVES,Republican,239
Tim Ginter,Columbiana, 6,US REPRESENTATIVES,Republican,1921
Tim Ginter,Gallia, 6,US REPRESENTATIVES,Republican,347
Tim Ginter,Jefferson, 6,US REPRESENTATIVES,Republican,1491
Tim Ginter,Lawrence, 6,US REPRESENTATIVES,Republican,736
Tim Ginter,Mahoning, 6,US REPRESENTATIVES,Republican,962
Tim Ginter,Meigs, 6,US REPRESENTATIVES,Republican,291
Tim Ginter,Monroe, 6,US REPRESENTATIVES,Republican,113
Tim Ginter,Noble, 6,US REPRESENTATIVES,Republican,218
Tim Ginter,Scioto, 6,US REPRESENTATIVES,Republican,167
Tim Ginter,Washington, 6,US REPRESENTATIVES,Republican,916
Danny Harmon,Athens, 6,US REPRESENTATIVES,Republican,282
Danny Harmon,Belmont, 6,US REPRESENTATIVES,Republican,434
Danny Harmon,Columbiana, 6,US REPRESENTATIVES,Republican,745
Danny Harmon,Gallia, 6,US REPRESENTATIVES,Republican,491
Danny Harmon,Jefferson, 6,US REPRESENTATIVES,Republican,582
Danny Harmon,Lawrence, 6,US REPRESENTATIVES,Republican,1647
Danny Harmon,Mahoning, 6,US REPRESENTATIVES,Republican,917
Danny Harmon,Meigs, 6,US REPRESENTATIVES,Republican,649
Danny Harmon,Monroe, 6,US REPRESENTATIVES,Republican,237
Danny Harmon,Noble, 6,US REPRESENTATIVES,Republican,697
Danny Harmon,Scioto, 6,US REPRESENTATIVES,Republican,384
Danny Harmon,Washington, 6,US REPRESENTATIVES,Republican,1643
Richard D. Stobbs,Athens, 6,US REPRESENTATIVES,Republican,123
Richard D. Stobbs,Belmont, 6,US REPRESENTATIVES,Republican,673
Richard D. Stobbs,Columbiana, 6,US REPRESENTATIVES,Republican,276
Richard D. Stobbs,Gallia, 6,US REPRESENTATIVES,Republican,70
Richard D. Stobbs,Jefferson, 6,US REPRESENTATIVES,Republican,355
Richard D. Stobbs,Lawrence, 6,US REPRESENTATIVES,Republican,377
Richard D. Stobbs,Mahoning, 6,US REPRESENTATIVES,Republican,343
Richard D. Stobbs,Meigs, 6,US REPRESENTATIVES,Republican,1333
Richard D. Stobbs,Monroe, 6,US REPRESENTATIVES,Republican,73
Richard D. Stobbs,Noble, 6,US REPRESENTATIVES,Republican,218
Richard D. Stobbs,Scioto, 6,US REPRESENTATIVES,Republican,90
Richard D. Stobbs,Washington, 6,US REPRESENTATIVES,Republican,384
Dave Hobson,Clark, 7,US REPRESENTATIVES,Republican,9718
Dave Hobson,Fairfield, 7,US REPRESENTATIVES,Republican,16031
Dave Hobson,Fayette, 7,US REPRESENTATIVES,Republican,2833
Dave Hobson,Franklin, 7,US REPRESENTATIVES,Republican,3129
Dave Hobson,Greene, 7,US REPRESENTATIVES,Republican,11891
Dave Hobson,Perry, 7,US REPRESENTATIVES,Republican,2075
Dave Hobson,Pickaway, 7,US REPRESENTATIVES,Republican,3451
Dave Hobson,Ross, 7,US REPRESENTATIVES,Republican,680
John A. Boehner,Butler, 8,US REPRESENTATIVES,Republican,20118
John A. Boehner,Darke, 8,US REPRESENTATIVES,Republican,4633
John A. Boehner,Mercer, 8,US REPRESENTATIVES,Republican,2274
John A. Boehner,Miami, 8,US REPRESENTATIVES,Republican,9349
John A. Boehner,Montgomery, 8,US REPRESENTATIVES,Republican,3285
John A. Boehner,Preble, 8,US REPRESENTATIVES,Republican,4054
Ed Emery,Erie, 9,US REPRESENTATIVES,Republican,1083
Ed Emery,Lorain, 9,US REPRESENTATIVES,Republican,1237
Ed Emery,Lucas, 9,US REPRESENTATIVES,Republican,3430
Ed Emery,Ottawa, 9,US REPRESENTATIVES,Republican,753
Dirk Kubala,Erie, 9,US REPRESENTATIVES,Republican,1042
Dirk Kubala,Lorain, 9,US REPRESENTATIVES,Republican,776
Dirk Kubala,Lucas, 9,US REPRESENTATIVES,Republican,3609
Dirk Kubala,Ottawa, 9,US REPRESENTATIVES,Republican,920
Bradley S. Leavitt,Erie, 9,US REPRESENTATIVES,Republican,1393
Bradley S. Leavitt,Lorain, 9,US REPRESENTATIVES,Republican,1480
Bradley S. Leavitt,Lucas, 9,US REPRESENTATIVES,Republican,4873
Bradley S. Leavitt,Ottawa, 9,US REPRESENTATIVES,Republican,879
Michael D. Dovilla,Cuyahoga,10,US REPRESENTATIVES,Republican,15270
Jason Werner,Cuyahoga,10,US REPRESENTATIVES,Republican,8166
Lindsey N. String,Cuyahoga,11,US REPRESENTATIVES,Republican,7556
Pat Tiberi,Delaware,12,US REPRESENTATIVES,Republican,16086
Pat Tiberi,Franklin,12,US REPRESENTATIVES,Republican,50818
Pat Tiberi,Licking,12,US REPRESENTATIVES,Republican,9553
Paul S. Burtzlaff,Cuyahoga,13,US REPRESENTATIVES,Republican,907
Paul S. Burtzlaff,Lorain,13,US REPRESENTATIVES,Republican,1899
Paul S. Burtzlaff,Medina,13,US REPRESENTATIVES,Republican,476
Paul S. Burtzlaff,Summit,13,US REPRESENTATIVES,Republican,979
C.J. DeLorean,Cuyahoga,13,US REPRESENTATIVES,Republican,484
C.J. DeLorean,Lorain,13,US REPRESENTATIVES,Republican,455
C.J. DeLorean,Medina,13,US REPRESENTATIVES,Republican,297
C.J. DeLorean,Summit,13,US REPRESENTATIVES,Republican,1070
Craig Foltin,Cuyahoga,13,US REPRESENTATIVES,Republican,2260
Craig Foltin,Lorain,13,US REPRESENTATIVES,Republican,5513
Craig Foltin,Medina,13,US REPRESENTATIVES,Republican,971
Craig Foltin,Summit,13,US REPRESENTATIVES,Republican,3344
David McGrew,Cuyahoga,13,US REPRESENTATIVES,Republican,883
David McGrew,Lorain,13,US REPRESENTATIVES,Republican,1167
David McGrew,Medina,13,US REPRESENTATIVES,Republican,559
David McGrew,Summit,13,US REPRESENTATIVES,Republican,4470
"Joe Ortega, III",Cuyahoga,13,US REPRESENTATIVES,Republican,1526
"Joe Ortega, III",Lorain,13,US REPRESENTATIVES,Republican,1779
"Joe Ortega, III",Medina,13,US REPRESENTATIVES,Republican,878
"Joe Ortega, III",Summit,13,US REPRESENTATIVES,Republican,2353
Steven C. LaTourette,Ashtabula,14,US REPRESENTATIVES,Republican,5518
Steven C. LaTourette,Cuyahoga,14,US REPRESENTATIVES,Republican,3232
Steven C. LaTourette,Geauga,14,US REPRESENTATIVES,Republican,7923
Steven C. LaTourette,Lake,14,US REPRESENTATIVES,Republican,11349
Steven C. LaTourette,Portage,14,US REPRESENTATIVES,Republican,2149
Steven C. LaTourette,Summit,14,US REPRESENTATIVES,Republican,7442
Steven C. LaTourette,Trumbull,14,US REPRESENTATIVES,Republican,524
Deborah Pryce,Franklin,15,US REPRESENTATIVES,Republican,37032
Deborah Pryce,Madison,15,US REPRESENTATIVES,Republican,3033
Deborah Pryce,Union,15,US REPRESENTATIVES,Republican,3955
Matt Miller,Ashland,16,US REPRESENTATIVES,Republican,4513
Matt Miller,Medina,16,US REPRESENTATIVES,Republican,3748
Matt Miller,Stark,16,US REPRESENTATIVES,Republican,11504
Matt Miller,Wayne,16,US REPRESENTATIVES,Republican,3405
Ralph Regula,Ashland,16,US REPRESENTATIVES,Republican,1014
Ralph Regula,Medina,16,US REPRESENTATIVES,Republican,4914
Ralph Regula,Stark,16,US REPRESENTATIVES,Republican,21538
Ralph Regula,Wayne,16,US REPRESENTATIVES,Republican,5060
"Don Manning, II (WI)",Mahoning,17,US REPRESENTATIVES,Republican,19
"Don Manning, II (WI)",Portage,17,US REPRESENTATIVES,Republican,40
"Don Manning, II (WI)",Summit,17,US REPRESENTATIVES,Republican,38
"Don Manning, II (WI)",Trumbull,17,US REPRESENTATIVES,Republican,152
James Brodbelt Harris,Athens,18,US REPRESENTATIVES,Republican,172
James Brodbelt Harris,Belmont,18,US REPRESENTATIVES,Republican,179
James Brodbelt Harris,Carroll,18,US REPRESENTATIVES,Republican,1006
James Brodbelt Harris,Coshocton,18,US REPRESENTATIVES,Republican,1173
James Brodbelt Harris,Guernsey,18,US REPRESENTATIVES,Republican,900
James Brodbelt Harris,Harrison,18,US REPRESENTATIVES,Republican,188
James Brodbelt Harris,Hocking,18,US REPRESENTATIVES,Republican,578
James Brodbelt Harris,Holmes,18,US REPRESENTATIVES,Republican,924
James Brodbelt Harris,Jackson,18,US REPRESENTATIVES,Republican,848
James Brodbelt Harris,Knox,18,US REPRESENTATIVES,Republican,2294
James Brodbelt Harris,Licking,18,US REPRESENTATIVES,Republican,1364
James Brodbelt Harris,Morgan,18,US REPRESENTATIVES,Republican,503
James Brodbelt Harris,Muskingum,18,US REPRESENTATIVES,Republican,2677
James Brodbelt Harris,Ross,18,US REPRESENTATIVES,Republican,1227
James Brodbelt Harris,Tuscarawas,18,US REPRESENTATIVES,Republican,1509
James Brodbelt Harris,Vinton,18,US REPRESENTATIVES,Republican,376
Bob Ney,Athens,18,US REPRESENTATIVES,Republican,280
Bob Ney,Belmont,18,US REPRESENTATIVES,Republican,936
Bob Ney,Carroll,18,US REPRESENTATIVES,Republican,2069
Bob Ney,Coshocton,18,US REPRESENTATIVES,Republican,2855
Bob Ney,Guernsey,18,US REPRESENTATIVES,Republican,2753
Bob Ney,Harrison,18,US REPRESENTATIVES,Republican,902
Bob Ney,Hocking,18,US REPRESENTATIVES,Republican,1236
Bob Ney,Holmes,18,US REPRESENTATIVES,Republican,2718
Bob Ney,Jackson,18,US REPRESENTATIVES,Republican,1795
Bob Ney,Knox,18,US REPRESENTATIVES,Republican,2836
Bob Ney,Licking,18,US REPRESENTATIVES,Republican,2608
Bob Ney,Morgan,18,US REPRESENTATIVES,Republican,1470
Bob Ney,Muskingum,18,US REPRESENTATIVES,Republican,5033
Bob Ney,Ross,18,US REPRESENTATIVES,Republican,2567
Bob Ney,Tuscarawas,18,US REPRESENTATIVES,Republican,3631
Bob Ney,Vinton,18,US REPRESENTATIVES,Republican,826
Mike DeWine,Adams,,US SENATE,Republican,2356
Mike DeWine,Allen,,US SENATE,Republican,10428
Mike DeWine,Ashland,,US SENATE,Republican,4676
Mike DeWine,Ashtabula,,US SENATE,Republican,4532
Mike DeWine,Athens,,US SENATE,Republican,1537
Mike DeWine,Auglaize,,US SENATE,Republican,4052
Mike DeWine,Belmont,,US SENATE,Republican,2306
Mike DeWine,Brown,,US SENATE,Republican,2236
Mike DeWine,Butler,,US SENATE,Republican,16480
Mike DeWine,Carroll,,US SENATE,Republican,2071
Mike DeWine,Champaign,,US SENATE,Republican,3407
Mike DeWine,Clark,,US SENATE,Republican,8131
Mike DeWine,Clermont,,US SENATE,Republican,12888
Mike DeWine,Clinton,,US SENATE,Republican,2871
Mike DeWine,Columbiana,,US SENATE,Republican,5100
Mike DeWine,Coshocton,,US SENATE,Republican,2873
Mike DeWine,Crawford,,US SENATE,Republican,3382
Mike DeWine,Cuyahoga,,US SENATE,Republican,43094
Mike DeWine,Darke,,US SENATE,Republican,3657
Mike DeWine,Defiance,,US SENATE,Republican,3084
Mike DeWine,Delaware,,US SENATE,Republican,11935
Mike DeWine,Erie,,US SENATE,Republican,3715
Mike DeWine,Fairfield,,US SENATE,Republican,12162
Mike DeWine,Fayette,,US SENATE,Republican,2325
Mike DeWine,Franklin,,US SENATE,Republican,46246
Mike DeWine,Fulton,,US SENATE,Republican,3732
Mike DeWine,Gallia,,US SENATE,Republican,1305
Mike DeWine,Geauga,,US SENATE,Republican,7327
Mike DeWine,Greene,,US SENATE,Republican,9839
Mike DeWine,Guernsey,,US SENATE,Republican,2486
Mike DeWine,Hamilton,,US SENATE,Republican,37748
Mike DeWine,Hancock,,US SENATE,Republican,7790
Mike DeWine,Hardin,,US SENATE,Republican,2479
Mike DeWine,Harrison,,US SENATE,Republican,746
Mike DeWine,Henry,,US SENATE,Republican,3395
Mike DeWine,Highland,,US SENATE,Republican,1643
Mike DeWine,Hocking,,US SENATE,Republican,1237
Mike DeWine,Holmes,,US SENATE,Republican,2689
Mike DeWine,Huron,,US SENATE,Republican,2431
Mike DeWine,Jackson,,US SENATE,Republican,1976
