candidate,county,district,office,party,votes
Jim Parker,Hamilton, 2,US REPRESENTATIVES,Democratic,1131
Jim Parker,Pike, 2,US REPRESENTATIVES,Democratic,781
Jim Parker,Scioto, 2,US REPRESENTATIVES,Democratic,1300
Jim Parker,Warren, 2,US REPRESENTATIVES,Democratic,576
Jeff Sinnard,Adams, 2,US REPRESENTATIVES,Democratic,96
Jeff Sinnard,Brown, 2,US REPRESENTATIVES,Democratic,137
Jeff Sinnard,Clermont, 2,US REPRESENTATIVES,Democratic,344
Jeff Sinnard,Hamilton, 2,US REPRESENTATIVES,Democratic,409
Jeff Sinnard,Pike, 2,US REPRESENTATIVES,Democratic,99
Jeff Sinnard,Scioto, 2,US REPRESENTATIVES,Democratic,242
Jeff Sinnard,Warren, 2,US REPRESENTATIVES,Democratic,162
Victoria Wulsin,Adams, 2,US REPRESENTATIVES,Democratic,414
Victoria Wulsin,Brown, 2,US REPRESENTATIVES,Democratic,498
Victoria Wulsin,Clermont, 2,US REPRESENTATIVES,Democratic,2472
Victoria Wulsin,Hamilton, 2,US REPRESENTATIVES,Democratic,5063
Victoria Wulsin,Pike, 2,US REPRESENTATIVES,Democratic,398
Victoria Wulsin,Scioto, 2,US REPRESENTATIVES,Democratic,587
Victoria Wulsin,Warren, 2,US REPRESENTATIVES,Democratic,1023
David J. Fierst,Clinton, 3,US REPRESENTATIVES,Democratic,400
David J. Fierst,Highland, 3,US REPRESENTATIVES,Democratic,298
David J. Fierst,Montgomery, 3,US REPRESENTATIVES,Democratic,3501
David J. Fierst,Warren, 3,US REPRESENTATIVES,Democratic,427
Charles W. Sanders,Clinton, 3,US REPRESENTATIVES,Democratic,273
Charles W. Sanders,Highland, 3,US REPRESENTATIVES,Democratic,455
Charles W. Sanders,Montgomery, 3,US REPRESENTATIVES,Democratic,3771
Charles W. Sanders,Warren, 3,US REPRESENTATIVES,Democratic,594
Stephanie Studebaker,Clinton, 3,US REPRESENTATIVES,Democratic,399
Stephanie Studebaker,Highland, 3,US REPRESENTATIVES,Democratic,421
Stephanie Studebaker,Montgomery, 3,US REPRESENTATIVES,Democratic,10536
Stephanie Studebaker,Warren, 3,US REPRESENTATIVES,Democratic,1007
Richard E. Siferd,Allen, 4,US REPRESENTATIVES,Democratic,4629
Richard E. Siferd,Auglaize, 4,US REPRESENTATIVES,Democratic,1651
Richard E. Siferd,Champaign, 4,US REPRESENTATIVES,Democratic,1418
Richard E. Siferd,Hancock, 4,US REPRESENTATIVES,Democratic,1650
Richard E. Siferd,Hardin, 4,US REPRESENTATIVES,Democratic,1155
Richard E. Siferd,Logan, 4,US REPRESENTATIVES,Democratic,1201
Richard E. Siferd,Marion, 4,US REPRESENTATIVES,Democratic,3366
Richard E. Siferd,Morrow, 4,US REPRESENTATIVES,Democratic,1662
Richard E. Siferd,Richland, 4,US REPRESENTATIVES,Democratic,7723
Richard E. Siferd,Shelby, 4,US REPRESENTATIVES,Democratic,1691
Richard E. Siferd,Wyandot, 4,US REPRESENTATIVES,Democratic,445
Robin Weirauch,Ashland, 5,US REPRESENTATIVES,Democratic,622
Robin Weirauch,Crawford, 5,US REPRESENTATIVES,Democratic,2809
Robin Weirauch,Defiance, 5,US REPRESENTATIVES,Democratic,1813
Robin Weirauch,Fulton, 5,US REPRESENTATIVES,Democratic,1389
Robin Weirauch,Henry, 5,US REPRESENTATIVES,Democratic,1324
Robin Weirauch,Huron, 5,US REPRESENTATIVES,Democratic,2105
Robin Weirauch,Lucas, 5,US REPRESENTATIVES,Democratic,802
Robin Weirauch,Mercer, 5,US REPRESENTATIVES,Democratic,415
Robin Weirauch,Paulding, 5,US REPRESENTATIVES,Democratic,1168
Robin Weirauch,Putnam, 5,US REPRESENTATIVES,Democratic,1882
Robin Weirauch,Sandusky, 5,US REPRESENTATIVES,Democratic,3127
Robin Weirauch,Seneca, 5,US REPRESENTATIVES,Democratic,2460
Robin Weirauch,Van Wert, 5,US REPRESENTATIVES,Democratic,949
Robin Weirauch,Williams, 5,US REPRESENTATIVES,Democratic,1726
Robin Weirauch,Wood, 5,US REPRESENTATIVES,Democratic,5294
Robin Weirauch,Wyandot, 5,US REPRESENTATIVES,Democratic,488
Bob Carr,Athens, 6,US REPRESENTATIVES,Democratic,631
Bob Carr,Belmont, 6,US REPRESENTATIVES,Democratic,1353
Bob Carr,Columbiana, 6,US REPRESENTATIVES,Democratic,2719
Bob Carr,Gallia, 6,US REPRESENTATIVES,Democratic,342
Bob Carr,Jefferson, 6,US REPRESENTATIVES,Democratic,2307
Bob Carr,Lawrence, 6,US REPRESENTATIVES,Democratic,1283
Bob Carr,Mahoning, 6,US REPRESENTATIVES,Democratic,2591
Bob Carr,Meigs, 6,US REPRESENTATIVES,Democratic,382
Bob Carr,Monroe, 6,US REPRESENTATIVES,Democratic,800
Bob Carr,Noble, 6,US REPRESENTATIVES,Democratic,492
Bob Carr,Scioto, 6,US REPRESENTATIVES,Democratic,565
Bob Carr,Washington, 6,US REPRESENTATIVES,Democratic,1435
John S. Luchansky,Athens, 6,US REPRESENTATIVES,Democratic,253
John S. Luchansky,Belmont, 6,US REPRESENTATIVES,Democratic,492
John S. Luchansky,Columbiana, 6,US REPRESENTATIVES,Democratic,1242
John S. Luchansky,Gallia, 6,US REPRESENTATIVES,Democratic,113
John S. Luchansky,Jefferson, 6,US REPRESENTATIVES,Democratic,1131
John S. Luchansky,Lawrence, 6,US REPRESENTATIVES,Democratic,398
John S. Luchansky,Mahoning, 6,US REPRESENTATIVES,Democratic,2674
John S. Luchansky,Meigs, 6,US REPRESENTATIVES,Democratic,157
John S. Luchansky,Monroe, 6,US REPRESENTATIVES,Democratic,260
John S. Luchansky,Noble, 6,US REPRESENTATIVES,Democratic,137
John S. Luchansky,Scioto, 6,US REPRESENTATIVES,Democratic,202
John S. Luchansky,Washington, 6,US REPRESENTATIVES,Democratic,400
"Charles A. Wilson, Jr. (WI)",Athens, 6,US REPRESENTATIVES,Democratic,2355
"Charles A. Wilson, Jr. (WI)",Belmont, 6,US REPRESENTATIVES,Democratic,8775
"Charles A. Wilson, Jr. (WI)",Columbiana, 6,US REPRESENTATIVES,Democratic,6600
"Charles A. Wilson, Jr. (WI)",Gallia, 6,US REPRESENTATIVES,Democratic,925
"Charles A. Wilson, Jr. (WI)",Jefferson, 6,US REPRESENTATIVES,Democratic,8355
"Charles A. Wilson, Jr. (WI)",Lawrence, 6,US REPRESENTATIVES,Democratic,2256
"Charles A. Wilson, Jr. (WI)",Mahoning, 6,US REPRESENTATIVES,Democratic,6373
"Charles A. Wilson, Jr. (WI)",Meigs, 6,US REPRESENTATIVES,Democratic,804
"Charles A. Wilson, Jr. (WI)",Monroe, 6,US REPRESENTATIVES,Democratic,2297
"Charles A. Wilson, Jr. (WI)",Noble, 6,US REPRESENTATIVES,Democratic,663
"Charles A. Wilson, Jr. (WI)",Scioto, 6,US REPRESENTATIVES,Democratic,1754
"Charles A. Wilson, Jr. (WI)",Washington, 6,US REPRESENTATIVES,Democratic,2530
William R. Conner,Clark, 7,US REPRESENTATIVES,Democratic,5487
William R. Conner,Fairfield, 7,US REPRESENTATIVES,Democratic,5203
William R. Conner,Fayette, 7,US REPRESENTATIVES,Democratic,619
William R. Conner,Franklin, 7,US REPRESENTATIVES,Democratic,2115
William R. Conner,Greene, 7,US REPRESENTATIVES,Democratic,3379
William R. Conner,Perry, 7,US REPRESENTATIVES,Democratic,1447
William R. Conner,Pickaway, 7,US REPRESENTATIVES,Democratic,1894
William R. Conner,Ross, 7,US REPRESENTATIVES,Democratic,504
Mort Meier,Butler, 8,US REPRESENTATIVES,Democratic,5687
Mort Meier,Darke, 8,US REPRESENTATIVES,Democratic,1786
Mort Meier,Mercer, 8,US REPRESENTATIVES,Democratic,1116
Mort Meier,Miami, 8,US REPRESENTATIVES,Democratic,2891
Mort Meier,Montgomery, 8,US REPRESENTATIVES,Democratic,2321
Mort Meier,Preble, 8,US REPRESENTATIVES,Democratic,1476
Marcy Kaptur,Erie, 9,US REPRESENTATIVES,Democratic,6199
Marcy Kaptur,Lorain, 9,US REPRESENTATIVES,Democratic,6584
Marcy Kaptur,Lucas, 9,US REPRESENTATIVES,Democratic,27871
Marcy Kaptur,Ottawa, 9,US REPRESENTATIVES,Democratic,3580
Barbara Anne Ferris,Cuyahoga,10,US REPRESENTATIVES,Democratic,15890
Dennis J. Kucinich,Cuyahoga,10,US REPRESENTATIVES,Democratic,51485
Stephanie Tubbs Jones,Cuyahoga,11,US REPRESENTATIVES,Democratic,55319
Edward S. Brown,Delaware,12,US REPRESENTATIVES,Democratic,801
Edward S. Brown,Franklin,12,US REPRESENTATIVES,Democratic,4927
Edward S. Brown,Licking,12,US REPRESENTATIVES,Democratic,835
Michael Reilly,Delaware,12,US REPRESENTATIVES,Democratic,813
Michael Reilly,Franklin,12,US REPRESENTATIVES,Democratic,3615
Michael Reilly,Licking,12,US REPRESENTATIVES,Democratic,558
Patricia J. Shaffer,Delaware,12,US REPRESENTATIVES,Democratic,1941
Patricia J. Shaffer,Franklin,12,US REPRESENTATIVES,Democratic,10096
Patricia J. Shaffer,Licking,12,US REPRESENTATIVES,Democratic,1778
Bob Shamansky,Delaware,12,US REPRESENTATIVES,Democratic,2455
Bob Shamansky,Franklin,12,US REPRESENTATIVES,Democratic,14972
Bob Shamansky,Licking,12,US REPRESENTATIVES,Democratic,1960
Capri S. Cafaro,Cuyahoga,13,US REPRESENTATIVES,Democratic,1617
Capri S. Cafaro,Lorain,13,US REPRESENTATIVES,Democratic,7685
Capri S. Cafaro,Medina,13,US REPRESENTATIVES,Democratic,1379
Capri S. Cafaro,Summit,13,US REPRESENTATIVES,Democratic,6234
"Norbert G. Dennerll, Jr.",Cuyahoga,13,US REPRESENTATIVES,Democratic,87
"Norbert G. Dennerll, Jr.",Lorain,13,US REPRESENTATIVES,Democratic,248
"Norbert G. Dennerll, Jr.",Medina,13,US REPRESENTATIVES,Democratic,42
"Norbert G. Dennerll, Jr.",Summit,13,US REPRESENTATIVES,Democratic,118
Bill Grace,Cuyahoga,13,US REPRESENTATIVES,Democratic,119
Bill Grace,Lorain,13,US REPRESENTATIVES,Democratic,3096
Bill Grace,Medina,13,US REPRESENTATIVES,Democratic,79
Bill Grace,Summit,13,US REPRESENTATIVES,Democratic,243
Gary J. Kucinich,Cuyahoga,13,US REPRESENTATIVES,Democratic,2471
Gary J. Kucinich,Lorain,13,US REPRESENTATIVES,Democratic,3333
Gary J. Kucinich,Medina,13,US REPRESENTATIVES,Democratic,1436
Gary J. Kucinich,Summit,13,US REPRESENTATIVES,Democratic,2651
Michael Lyons,Cuyahoga,13,US REPRESENTATIVES,Democratic,103
Michael Lyons,Lorain,13,US REPRESENTATIVES,Democratic,274
Michael Lyons,Medina,13,US REPRESENTATIVES,Democratic,71
Michael Lyons,Summit,13,US REPRESENTATIVES,Democratic,582
Thomas C. Sawyer,Cuyahoga,13,US REPRESENTATIVES,Democratic,805
Thomas C. Sawyer,Lorain,13,US REPRESENTATIVES,Democratic,1751
Thomas C. Sawyer,Medina,13,US REPRESENTATIVES,Democratic,389
Thomas C. Sawyer,Summit,13,US REPRESENTATIVES,Democratic,11892
Betty Sutton,Cuyahoga,13,US REPRESENTATIVES,Democratic,2940
Betty Sutton,Lorain,13,US REPRESENTATIVES,Democratic,7790
Betty Sutton,Medina,13,US REPRESENTATIVES,Democratic,1699
Betty Sutton,Summit,13,US REPRESENTATIVES,Democratic,8839
John L. Wolfe,Cuyahoga,13,US REPRESENTATIVES,Democratic,78
John L. Wolfe,Lorain,13,US REPRESENTATIVES,Democratic,265
John L. Wolfe,Medina,13,US REPRESENTATIVES,Democratic,70
John L. Wolfe,Summit,13,US REPRESENTATIVES,Democratic,536
Dale Virgil Blanchard,Ashtabula,14,US REPRESENTATIVES,Democratic,2224
Dale Virgil Blanchard,Cuyahoga,14,US REPRESENTATIVES,Democratic,740
Dale Virgil Blanchard,Geauga,14,US REPRESENTATIVES,Democratic,1438
Dale Virgil Blanchard,Lake,14,US REPRESENTATIVES,Democratic,4063
Dale Virgil Blanchard,Portage,14,US REPRESENTATIVES,Democratic,585
Dale Virgil Blanchard,Summit,14,US REPRESENTATIVES,Democratic,1961
Dale Virgil Blanchard,Trumbull,14,US REPRESENTATIVES,Democratic,302
Lewis R. Katz,Ashtabula,14,US REPRESENTATIVES,Democratic,2558
Lewis R. Katz,Cuyahoga,14,US REPRESENTATIVES,Democratic,1627
Lewis R. Katz,Geauga,14,US REPRESENTATIVES,Democratic,2065
Lewis R. Katz,Lake,14,US REPRESENTATIVES,Democratic,4714
Lewis R. Katz,Portage,14,US REPRESENTATIVES,Democratic,849
Lewis R. Katz,Summit,14,US REPRESENTATIVES,Democratic,3305
Lewis R. Katz,Trumbull,14,US REPRESENTATIVES,Democratic,283
Palmer J. Peterson,Ashtabula,14,US REPRESENTATIVES,Democratic,2350
Palmer J. Peterson,Cuyahoga,14,US REPRESENTATIVES,Democratic,541
Palmer J. Peterson,Geauga,14,US REPRESENTATIVES,Democratic,1315
Palmer J. Peterson,Lake,14,US REPRESENTATIVES,Democratic,2612
Palmer J. Peterson,Portage,14,US REPRESENTATIVES,Democratic,505
Palmer J. Peterson,Summit,14,US REPRESENTATIVES,Democratic,1934
Palmer J. Peterson,Trumbull,14,US REPRESENTATIVES,Democratic,277
Mary Jo Kilroy,Franklin,15,US REPRESENTATIVES,Democratic,25428
Mary Jo Kilroy,Madison,15,US REPRESENTATIVES,Democratic,1239
Mary Jo Kilroy,Union,15,US REPRESENTATIVES,Democratic,1228
Tom Mason,Ashland,16,US REPRESENTATIVES,Democratic,1287
Tom Mason,Medina,16,US REPRESENTATIVES,Democratic,2981
Tom Mason,Stark,16,US REPRESENTATIVES,Democratic,13877
Tom Mason,Wayne,16,US REPRESENTATIVES,Democratic,1752
Thomas Shaw,Ashland,16,US REPRESENTATIVES,Democratic,623
Thomas Shaw,Medina,16,US REPRESENTATIVES,Democratic,2585
Thomas Shaw,Stark,16,US REPRESENTATIVES,Democratic,14877
Thomas Shaw,Wayne,16,US REPRESENTATIVES,Democratic,2423
Tim Ryan,Mahoning,17,US REPRESENTATIVES,Democratic,21012
Tim Ryan,Portage,17,US REPRESENTATIVES,Democratic,10372
Tim Ryan,Summit,17,US REPRESENTATIVES,Democratic,11353
Tim Ryan,Trumbull,17,US REPRESENTATIVES,Democratic,28795
Ralph A. Applegate,Athens,18,US REPRESENTATIVES,Democratic,124
Ralph A. Applegate,Belmont,18,US REPRESENTATIVES,Democratic,489
Ralph A. Applegate,Carroll,18,US REPRESENTATIVES,Democratic,656
Ralph A. Applegate,Coshocton,18,US REPRESENTATIVES,Democratic,343
Ralph A. Applegate,Guernsey,18,US REPRESENTATIVES,Democratic,490
Ralph A. Applegate,Harrison,18,US REPRESENTATIVES,Democratic,423
Ralph A. Applegate,Hocking,18,US REPRESENTATIVES,Democratic,216
Ralph A. Applegate,Holmes,18,US REPRESENTATIVES,Democratic,235
Ralph A. Applegate,Jackson,18,US REPRESENTATIVES,Democratic,145
Ralph A. Applegate,Knox,18,US REPRESENTATIVES,Democratic,252
Ralph A. Applegate,Licking,18,US REPRESENTATIVES,Democratic,453
Ralph A. Applegate,Morgan,18,US REPRESENTATIVES,Democratic,114
Ralph A. Applegate,Muskingum,18,US REPRESENTATIVES,Democratic,490
Ralph A. Applegate,Ross,18,US REPRESENTATIVES,Democratic,188
Ralph A. Applegate,Tuscarawas,18,US REPRESENTATIVES,Democratic,815
Ralph A. Applegate,Vinton,18,US REPRESENTATIVES,Democratic,81
Zachary T. Space,Athens,18,US REPRESENTATIVES,Democratic,482
Zachary T. Space,Belmont,18,US REPRESENTATIVES,Democratic,711
Zachary T. Space,Carroll,18,US REPRESENTATIVES,Democratic,1286
Zachary T. Space,Coshocton,18,US REPRESENTATIVES,Democratic,814
Zachary T. Space,Guernsey,18,US REPRESENTATIVES,Democratic,1339
Zachary T. Space,Harrison,18,US REPRESENTATIVES,Democratic,1095
Zachary T. Space,Hocking,18,US REPRESENTATIVES,Democratic,239
Zachary T. Space,Holmes,18,US REPRESENTATIVES,Democratic,475
Zachary T. Space,Jackson,18,US REPRESENTATIVES,Democratic,114
Zachary T. Space,Knox,18,US REPRESENTATIVES,Democratic,1393
Zachary T. Space,Licking,18,US REPRESENTATIVES,Democratic,878
Zachary T. Space,Morgan,18,US REPRESENTATIVES,Democratic,262
Zachary T. Space,Muskingum,18,US REPRESENTATIVES,Democratic,1368
Zachary T. Space,Ross,18,US REPRESENTATIVES,Democratic,290
Zachary T. Space,Tuscarawas,18,US REPRESENTATIVES,Democratic,7405
Zachary T. Space,Vinton,18,US REPRESENTATIVES,Democratic,100
Jennifer Stewart,Athens,18,US REPRESENTATIVES,Democratic,676
Jennifer Stewart,Belmont,18,US REPRESENTATIVES,Democratic,576
Jennifer Stewart,Carroll,18,US REPRESENTATIVES,Democratic,721
Jennifer Stewart,Coshocton,18,US REPRESENTATIVES,Democratic,673
Jennifer Stewart,Guernsey,18,US REPRESENTATIVES,Democratic,971
Jennifer Stewart,Harrison,18,US REPRESENTATIVES,Democratic,414
Jennifer Stewart,Hocking,18,US REPRESENTATIVES,Democratic,866
Jennifer Stewart,Holmes,18,US REPRESENTATIVES,Democratic,373
Jennifer Stewart,Jackson,18,US REPRESENTATIVES,Democratic,325
Jennifer Stewart,Knox,18,US REPRESENTATIVES,Democratic,593
Jennifer Stewart,Licking,18,US REPRESENTATIVES,Democratic,1059
Jennifer Stewart,Morgan,18,US REPRESENTATIVES,Democratic,460
Jennifer Stewart,Muskingum,18,US REPRESENTATIVES,Democratic,2478
Jennifer Stewart,Ross,18,US REPRESENTATIVES,Democratic,496
Jennifer Stewart,Tuscarawas,18,US REPRESENTATIVES,Democratic,1090
Jennifer Stewart,Vinton,18,US REPRESENTATIVES,Democratic,300
Joe Sulzer,Athens,18,US REPRESENTATIVES,Democratic,392
Joe Sulzer,Belmont,18,US REPRESENTATIVES,Democratic,218
Joe Sulzer,Carroll,18,US REPRESENTATIVES,Democratic,281
Joe Sulzer,Coshocton,18,US REPRESENTATIVES,Democratic,672
Joe Sulzer,Guernsey,18,US REPRESENTATIVES,Democratic,615
Joe Sulzer,Harrison,18,US REPRESENTATIVES,Democratic,146
Joe Sulzer,Hocking,18,US REPRESENTATIVES,Democratic,572
Joe Sulzer,Holmes,18,US REPRESENTATIVES,Democratic,120
Joe Sulzer,Jackson,18,US REPRESENTATIVES,Democratic,831
Joe Sulzer,Knox,18,US REPRESENTATIVES,Democratic,440
Joe Sulzer,Licking,18,US REPRESENTATIVES,Democratic,653
Joe Sulzer,Morgan,18,US REPRESENTATIVES,Democratic,155
Joe Sulzer,Muskingum,18,US REPRESENTATIVES,Democratic,1013
Joe Sulzer,Ross,18,US REPRESENTATIVES,Democratic,3575
Joe Sulzer,Tuscarawas,18,US REPRESENTATIVES,Democratic,870
Joe Sulzer,Vinton,18,US REPRESENTATIVES,Democratic,787
Sherrod Brown,Adams,,US SENATE,Democratic,1001
Sherrod Brown,Allen,,US SENATE,Democratic,3758
Sherrod Brown,Ashland,,US SENATE,Democratic,2046
Sherrod Brown,Ashtabula,,US SENATE,Democratic,6246
Sherrod Brown,Athens,,US SENATE,Democratic,4133
Sherrod Brown,Auglaize,,US SENATE,Democratic,1388
Sherrod Brown,Belmont,,US SENATE,Democratic,7697
Sherrod Brown,Brown,,US SENATE,Democratic,1886
Sherrod Brown,Butler,,US SENATE,Democratic,4841
Sherrod Brown,Carroll,,US SENATE,Democratic,1989
Sherrod Brown,Champaign,,US SENATE,Democratic,1295
Sherrod Brown,Clark,,US SENATE,Democratic,6453
Sherrod Brown,Clermont,,US SENATE,Democratic,4017
Sherrod Brown,Clinton,,US SENATE,Democratic,867
Sherrod Brown,Columbiana,,US SENATE,Democratic,7626
Sherrod Brown,Coshocton,,US SENATE,Democratic,1710
Sherrod Brown,Crawford,,US SENATE,Democratic,2550
Sherrod Brown,Cuyahoga,,US SENATE,Democratic,110804
Sherrod Brown,Darke,,US SENATE,Democratic,1530
Sherrod Brown,Defiance,,US SENATE,Democratic,1440
Sherrod Brown,Delaware,,US SENATE,Democratic,4613
Sherrod Brown,Erie,,US SENATE,Democratic,5506
Sherrod Brown,Fairfield,,US SENATE,Democratic,5666
Sherrod Brown,Fayette,,US SENATE,Democratic,640
Sherrod Brown,Franklin,,US SENATE,Democratic,43472
Sherrod Brown,Fulton,,US SENATE,Democratic,988
Sherrod Brown,Gallia,,US SENATE,Democratic,1060
Sherrod Brown,Geauga,,US SENATE,Democratic,5294
Sherrod Brown,Greene,,US SENATE,Democratic,4075
Sherrod Brown,Guernsey,,US SENATE,Democratic,2254
Sherrod Brown,Hamilton,,US SENATE,Democratic,21748
Sherrod Brown,Hancock,,US SENATE,Democratic,1359
Sherrod Brown,Hardin,,US SENATE,Democratic,1013
Sherrod Brown,Harrison,,US SENATE,Democratic,1451
Sherrod Brown,Henry,,US SENATE,Democratic,950
Sherrod Brown,Highland,,US SENATE,Democratic,924
Sherrod Brown,Hocking,,US SENATE,Democratic,1395
Sherrod Brown,Holmes,,US SENATE,Democratic,935
Sherrod Brown,Huron,,US SENATE,Democratic,1949
Sherrod Brown,Jackson,,US SENATE,Democratic,1005
Sherrod Brown,Jefferson,,US SENATE,Democratic,7295
Sherrod Brown,Knox,,US SENATE,Democratic,1915
Sherrod Brown,Lake,,US SENATE,Democratic,10960
Sherrod Brown,Lawrence,,US SENATE,Democratic,2580
Sherrod Brown,Licking,,US SENATE,Democratic,6219
Sherrod Brown,Logan,,US SENATE,Democratic,1167
Sherrod Brown,Lorain,,US SENATE,Democratic,28261
Sherrod Brown,Lucas,,US SENATE,Democratic,16769
Sherrod Brown,Madison,,US SENATE,Democratic,1063
Sherrod Brown,Mahoning,,US SENATE,Democratic,25589
Sherrod Brown,Marion,,US SENATE,Democratic,3003
Sherrod Brown,Medina,,US SENATE,Democratic,10224
Sherrod Brown,Meigs,,US SENATE,Democratic,998
Sherrod Brown,Mercer,,US SENATE,Democratic,1306
Sherrod Brown,Miami,,US SENATE,Democratic,2320
Sherrod Brown,Monroe,,US SENATE,Democratic,2311
Sherrod Brown,Montgomery,,US SENATE,Democratic,15777
Sherrod Brown,Morgan,,US SENATE,Democratic,661
Sherrod Brown,Morrow,,US SENATE,Democratic,1491
Sherrod Brown,Muskingum,,US SENATE,Democratic,3348
Sherrod Brown,Noble,,US SENATE,Democratic,984
Sherrod Brown,Ottawa,,US SENATE,Democratic,2467
Sherrod Brown,Paulding,,US SENATE,Democratic,833
Sherrod Brown,Perry,,US SENATE,Democratic,1650
Sherrod Brown,Pickaway,,US SENATE,Democratic,1997
Sherrod Brown,Pike,,US SENATE,Democratic,1599
Sherrod Brown,Portage,,US SENATE,Democratic,10579
Sherrod Brown,Preble,,US SENATE,Democratic,1350
Sherrod Brown,Putnam,,US SENATE,Democratic,1649
Sherrod Brown,Richland,,US SENATE,Democratic,8942
Sherrod Brown,Ross,,US SENATE,Democratic,3239
Sherrod Brown,Sandusky,,US SENATE,Democratic,2628
Sherrod Brown,Scioto,,US SENATE,Democratic,4514
Sherrod Brown,Seneca,,US SENATE,Democratic,2231
Sherrod Brown,Shelby,,US SENATE,Democratic,1477
Sherrod Brown,Stark,,US SENATE,Democratic,24098
Sherrod Brown,Summit,,US SENATE,Democratic,42988
Sherrod Brown,Trumbull,,US SENATE,Democratic,21872
Sherrod Brown,Tuscarawas,,US SENATE,Democratic,6807
Sherrod Brown,Union,,US SENATE,Democratic,985
Sherrod Brown,Van Wert,,US SENATE,Democratic,706
Sherrod Brown,Vinton,,US SENATE,Democratic,871
Sherrod Brown,Warren,,US SENATE,Democratic,3259
Sherrod Brown,Washington,,US SENATE,Democratic,2987
Sherrod Brown,Wayne,,US SENATE,Democratic,3713
Sherrod Brown,Williams,,US SENATE,Democratic,1278
Sherrod Brown,Wood,,US SENATE,Democratic,4430
Sherrod Brown,Wyandot,,US SENATE,Democratic,812
"Merrill Samuel Keiser, Jr.",Adams,,US SENATE,Democratic,396
"Merrill Samuel Keiser, Jr.",Allen,,US SENATE,Democratic,1451
"Merrill Samuel Keiser, Jr.",Ashland,,US SENATE,Democratic,690
"Merrill Samuel Keiser, Jr.",Ashtabula,,US SENATE,Democratic,1914
"Merrill Samuel Keiser, Jr.",Athens,,US SENATE,Democratic,849
"Merrill Samuel Keiser, Jr.",Auglaize,,US SENATE,Democratic,598
"Merrill Samuel Keiser, Jr.",Belmont,,US SENATE,Democratic,3185
"Merrill Samuel Keiser, Jr.",Brown,,US SENATE,Democratic,778
"Merrill Samuel Keiser, Jr.",Butler,,US SENATE,Democratic,2386
"Merrill Samuel Keiser, Jr.",Carroll,,US SENATE,Democratic,848
"Merrill Samuel Keiser, Jr.",Champaign,,US SENATE,Democratic,544
"Merrill Samuel Keiser, Jr.",Clark,,US SENATE,Democratic,2680
"Merrill Samuel Keiser, Jr.",Clermont,,US SENATE,Democratic,2175
"Merrill Samuel Keiser, Jr.",Clinton,,US SENATE,Democratic,231
"Merrill Samuel Keiser, Jr.",Columbiana,,US SENATE,Democratic,2704
"Merrill Samuel Keiser, Jr.",Coshocton,,US SENATE,Democratic,648
"Merrill Samuel Keiser, Jr.",Crawford,,US SENATE,Democratic,864
"Merrill Samuel Keiser, Jr.",Cuyahoga,,US SENATE,Democratic,17299
"Merrill Samuel Keiser, Jr.",Darke,,US SENATE,Democratic,700
"Merrill Samuel Keiser, Jr.",Defiance,,US SENATE,Democratic,638
"Merrill Samuel Keiser, Jr.",Delaware,,US SENATE,Democratic,1537
"Merrill Samuel Keiser, Jr.",Erie,,US SENATE,Democratic,1339
"Merrill Samuel Keiser, Jr.",Fairfield,,US SENATE,Democratic,2364
"Merrill Samuel Keiser, Jr.",Fayette,,US SENATE,Democratic,235
"Merrill Samuel Keiser, Jr.",Franklin,,US SENATE,Democratic,8961
"Merrill Samuel Keiser, Jr.",Fulton,,US SENATE,Democratic,569
"Merrill Samuel Keiser, Jr.",Gallia,,US SENATE,Democratic,282
"Merrill Samuel Keiser, Jr.",Geauga,,US SENATE,Democratic,1016
"Merrill Samuel Keiser, Jr.",Greene,,US SENATE,Democratic,1328
"Merrill Samuel Keiser, Jr.",Guernsey,,US SENATE,Democratic,915
"Merrill Samuel Keiser, Jr.",Hamilton,,US SENATE,Democratic,7091
"Merrill Samuel Keiser, Jr.",Hancock,,US SENATE,Democratic,574
"Merrill Samuel Keiser, Jr.",Hardin,,US SENATE,Democratic,338
"Merrill Samuel Keiser, Jr.",Harrison,,US SENATE,Democratic,491
"Merrill Samuel Keiser, Jr.",Henry,,US SENATE,Democratic,453
"Merrill Samuel Keiser, Jr.",Highland,,US SENATE,Democratic,326
"Merrill Samuel Keiser, Jr.",Hocking,,US SENATE,Democratic,463
"Merrill Samuel Keiser, Jr.",Holmes,,US SENATE,Democratic,332
"Merrill Samuel Keiser, Jr.",Huron,,US SENATE,Democratic,655
"Merrill Samuel Keiser, Jr.",Jackson,,US SENATE,Democratic,338
"Merrill Samuel Keiser, Jr.",Jefferson,,US SENATE,Democratic,3445
"Merrill Samuel Keiser, Jr.",Knox,,US SENATE,Democratic,651
"Merrill Samuel Keiser, Jr.",Lake,,US SENATE,Democratic,2481
"Merrill Samuel Keiser, Jr.",Lawrence,,US SENATE,Democratic,1310
"Merrill Samuel Keiser, Jr.",Licking,,US SENATE,Democratic,1987
"Merrill Samuel Keiser, Jr.",Logan,,US SENATE,Democratic,516
"Merrill Samuel Keiser, Jr.",Lorain,,US SENATE,Democratic,4046
"Merrill Samuel Keiser, Jr.",Lucas,,US SENATE,Democratic,7347
"Merrill Samuel Keiser, Jr.",Madison,,US SENATE,Democratic,412
